fecha,victima,sexo,edad,fecha_fallecimiento,ID,n_victimas,hora,tipo_calle,calle,comuna,longitud,latitud,acusado
2017-08-21,MOTO,FEMENINO,16,2017-08-21,2017-0100,1,07:45:00,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,3,-58.3967447,-34.61512051,OBJETO FIJO
2017-08-23,PEATON,FEMENINO,61,2017-08-23,2017-0101,1,10:00:00,AVENIDA,"LACROZE, FEDERICO AV.",13,-58.44537508,-34.57084818,MULTIPLE
2017-08-24,PEATON,MASCULINO,46,2017-08-24,2017-0102,1,01:10:00,AVENIDA,"IRIARTE, GRAL. AV.",4,-58.40056767,-34.6510708,CARGAS
2017-08-25,PEATON,FEMENINO,18,2017-08-25,2017-0104,1,09:00:00,AVENIDA,9 DE JULIO AV.,1,-58.38109568,-34.61853244,CARGAS
2017-08-31,PEATON,FEMENINO,85,2017-08-31,2017-0106,1,19:50:00,CALLE,FRAY JUSTO SANTAMARIA DE ORO,14,-58.42533612,-34.58035258,PASAJEROS
2017-09-01,MOTO,MASCULINO,41,2017-09-01,2017-0107,1,11:30:00,AVENIDA,DEL LIBERTADOR AV.,13,-58.46062311,-34.54395182,CARGAS
2017-09-02,AUTO,MASCULINO,17,2017-09-02,2017-0108,2,04:53:08,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.49491054,-34.54795581,AUTO
2017-09-02,AUTO,MASCULINO,10,2017-09-02,2017-0108,2,04:53:08,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.49491054,-34.54795581,AUTO
2017-09-04,MOTO,MASCULINO,21,2017-09-05,2017-0109,1,21:00:00,AVENIDA,DIRECTORIO AV.,7,-58.47130269,-34.63665402,AUTO
2017-09-06,PEATON,MASCULINO,56,2017-09-07,2017-0110,1,14:15:00,AVENIDA,LAVALLE,1,-58.370488,-34.60189492,PASAJEROS
2017-09-07,PEATON,FEMENINO,79,2017-09-07,2017-0111,1,18:23:37,CALLE,USPALLATA,4,-58.42023854,-34.6423411,CARGAS
2017-09-10,AUTO,MASCULINO,37,2017-09-13,2017-0112,2,09:32:17,AUTOPISTA,AUTOPISTA 25 DE MAYO,7,-58.45807401,-34.6399743,OBJETO FIJO
2017-09-11,PEATON,FEMENINO,76,2017-09-11,2017-0113,1,06:30:00,AVENIDA,SANTA FE AV.,1,-58.37697717,-34.59573848,PASAJEROS
2017-09-15,AUTO,MASCULINO,26,2017-09-15,2017-0114,1,02:30:00,AVENIDA,ALVEAR AV.,2,-58.3910058,-34.5849866,OBJETO FIJO
2017-09-20,MOTO,MASCULINO,22,2017-09-20,2017-0116,1,22:24:00,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.51389422,-34.58075791,OBJETO FIJO
2017-09-22,MOTO,FEMENINO,26,2017-09-29,2017-0118,1,07:02:09,AVENIDA,VIEYTES,4,-58.37585415,-34.65232158,AUTO
2017-10-02,MOTO,MASCULINO,20,2017-10-02,2017-0120,1,15:55:33,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47297505,-34.66245085,CARGAS
2017-10-10,PEATON,FEMENINO,36,2017-10-10,2017-0123,1,01:05:38,AVENIDA,ALBARIÑO.,8,-58.46855503,-34.67216349,AUTO
2017-10-12,MOTO,MASCULINO,51,2017-10-12,2017-0124,1,14:40:28,CALLE,"RAMIREZ DE VELASCO, JUAN",15,-58.44254033,-34.59185043,PASAJEROS
2017-10-13,MOTO,MASCULINO,29,2017-10-13,2017-0125,1,06:12:20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.46622247,-34.67926929,OBJETO FIJO
2017-10-14,AUTO,MASCULINO,36,2017-10-14,2017-0126,2,06:15:00,AVENIDA,RIESTRA AV.,8,-58.48003734,-34.68148508,OBJETO FIJO
2017-10-16,MOTO,MASCULINO,24,2017-10-16,2017-0127,1,07:45:00,AVENIDA,GALLO,2,-58.41192137,-34.59800248,MOTO
2017-10-17,PEATON,FEMENINO,60,2017-10-17,2017-0128,1,12:30:00,CALLE,"ARANGUREN, JUAN F., DR.",6,-58.44034689,-34.61349731,PASAJEROS
2017-10-26,MOTO,MASCULINO,57,2017-10-26,2017-0129,1,19:15:15,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.47155277,-34.64925746,PASAJEROS
2017-10-27,AUTO,MASCULINO,23,2017-10-27,2017-0130,1,05:30:00,AVENIDA,CHORROARIN,15,-58.47883099,-34.59967065,CARGAS
2017-10-30,MOTO,MASCULINO,23,2017-10-30,2017-0132,1,14:00:00,AVENIDA,COSQUIN,8,-58.46552171,-34.6937413,PASAJEROS
2017-11-06,PEATON,FEMENINO,47,2017-11-06,2017-0134,1,18:00:00,AVENIDA,"ROCA, CNEL. AV.",8,-58.4423972,-34.66777987,PASAJEROS
2017-11-07,MOTO,MASCULINO,24,2017-11-07,2017-0135,1,12:14:10,AVENIDA,WARNES AV.,15,-58.47032551,-34.59626814,CARGAS
2017-11-16,PEATON,MASCULINO,55,2017-11-16,2017-0136,1,08:43:00,AVENIDA,BARCO CENTENERA DEL,4,-58.41827843,-34.65522746,PASAJEROS
2017-11-17,PEATON,FEMENINO,60,2017-11-17,2017-0137,1,11:45:00,AVENIDA,MOSCONI GENERAL AV.,11,-58.51280715,-34.59279388,CARGAS
2017-11-19,MOTO,MASCULINO,25,2017-11-19,2017-0138,1,10:30:00,AVENIDA,LAFUENTE AV.,7,-58.46258582,-34.64385704,OBJETO FIJO
2017-11-19,AUTO,FEMENINO,15,2017-11-19,2017-0139,1,22:30:00,AVENIDA,"ROCA, CNEL. AV.",8,-58.45064148,-34.68003614,OBJETO FIJO
2017-11-23,PEATON,FEMENINO,22,2017-11-23,2017-0141,1,19:45:00,AVENIDA,LA PLATA AV.,6,-58.42717783,-34.62513374,PASAJEROS
2017-11-25,AUTO,MASCULINO,50,2017-11-25,2017-0143,1,21:45:00,CALLE,"TRELLES, MANUEL R.",11,-58.46442001,-34.60724519,PASAJEROS
2017-11-26,AUTO,FEMENINO,50,2017-11-26,2017-0144,1,06:45:00,AUTOPISTA,"ROCA, CNEL. AV.",8,-58.47064556,-34.69843756,OBJETO FIJO
2017-11-26,MOTO,MASCULINO,58,2017-11-26,2017-0145,1,17:05:00,CALLE,MAZA,5,-58.41677733,-34.61223119,AUTO
2017-11-28,MOTO,MASCULINO,49,2017-11-28,2017-0147,1,11:15:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.5025179,-34.67450313,AUTO
2017-11-29,PEATON,FEMENINO,82,2017-11-29,2017-0148,1,10:45:00,AVENIDA,SAN JUAN AV.,3,-58.40708125,-34.62438894,PASAJEROS
2017-11-30,PEATON,MASCULINO,13,2017-11-30,2017-0149,1,12:20:00,AVENIDA,PASEO COLON AV.,1,-58.36947198,-34.61477051,PASAJEROS
2017-12-04,PEATON,MASCULINO,56,2017-12-04,2017-0150,1,01:15:00,AVENIDA,RIVADAVIA AV.,9,-58.51140889,-34.63934531,AUTO
2017-12-04,PEATON,MASCULINO,37,2017-12-04,2017-0151,1,02:15:00,CALLE,VIEYTES,4,-58.37460912,-34.65559133,PASAJEROS
2017-12-06,BICICLETA,MASCULINO,19,2017-12-06,2017-0152,1,17:30:00,CALLE,CACHI,4,-58.41146277,-34.65073916,PASAJEROS
2017-12-11,MOTO,MASCULINO,37,2017-12-12,2017-0153,2,02:00:00,AVENIDA,ROSARIO,6,-58.42855267,-34.61829385,PASAJEROS
2017-12-11,MOTO,MASCULINO,30,2017-12-12,2017-0153,2,02:00:00,AVENIDA,ROSARIO,6,-58.42855267,-34.61829385,PASAJEROS
2017-12-11,PEATON,MASCULINO,76,2017-12-11,2017-0154,1,09:15:00,AVENIDA,ENTRE RIOS AV.,4,-58.39035581,-34.63412287,PASAJEROS
2017-12-17,AUTO,MASCULINO,53,2017-12-17,2017-0157,1,09:02:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52866211,-34.64597065,PASAJEROS
2017-12-18,MOTO,MASCULINO,32,2017-12-18,2017-0158,1,21:30:00,AUTOPISTA,GUALEGUAYCHU,11,-58.52037476,-34.59407024,AUTO
2017-12-20,MOTO,MASCULINO,27,2017-12-20,2017-0159,1,04:31:27,AVENIDA,INDEPENDENCIA AV.,1,-58.38896772,-34.61799615,AUTO
2017-12-22,PEATON,FEMENINO,30,2017-12-22,2017-0160,1,13:15:00,AVENIDA,NAZCA AV.,7,-58.47074114,-34.62771756,MOTO
2017-12-26,PEATON,FEMENINO,30,2017-12-26,2017-0161,1,15:30:00,AVENIDA,"PERON, EVA AV.",9,-58.48200819,-34.65969965,AUTO
2018-01-01,PEATON,MASCULINO,83,2018-01-02,2018-0001,1,22:50:00,AVENIDA,SAN JUAN AV.,3,-58.39536773,-34.62297346,MOTO
2018-01-03,BICICLETA,FEMENINO,26,2018-01-03,2018-0002,1,16:40:00,CALLE,PERU,1,-58.37456088,-34.61895467,PASAJEROS
2018-01-05,PEATON,FEMENINO,58,2018-01-05,2018-0003,1,10:12:00,AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",15,-58.44860217,-34.60395657,MULTIPLE
2018-01-09,MOTO,MASCULINO,39,2018-01-09,2018-0004,1,09:40:00,AVENIDA,DEL LIBERTADOR AV.,13,-58.46129513,-34.54332766,MULTIPLE
2018-01-09,PEATON,MASCULINO,54,2018-01-09,2018-0005,1,22:30:00,AVENIDA,PASEO COLON AV.,1,-58.36907201,-34.61953517,PASAJEROS
2018-01-10,BICICLETA,FEMENINO,45,2018-01-10,2018-0006,1,21:15:00,CALLE,VALLE,6,-58.44062219,-34.62499107,PASAJEROS
2018-01-11,AUTO,MASCULINO,46,2018-01-11,2018-0007,1,02:30:00,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52502765,-34.63601265,AUTO
2018-01-12,MOTO,FEMENINO,32,2018-01-12,2018-0008,1,17:50:00,AVENIDA,"HUERGO, ING. AV.",1,-58.36659655,-34.61687778,CARGAS
2018-01-14,MOTO,MASCULINO,19,2018-01-14,2018-0009,1,02:00:00,AVENIDA,PILCOMAYO,4,-58.36737389,-34.62763661,MOTO
2018-01-18,MOTO,MASCULINO,40,2018-01-18,2018-0010,1,05:10:00,CALLE,CERVANTES,10,-58.49807953,-34.63038658,CARGAS
2018-01-19,PEATON,MASCULINO,84,2018-01-19,2018-0011,1,10:30:00,AVENIDA,CALLAO AV.,2,-58.39092703,-34.59088447,PASAJEROS
2018-01-26,MOTO,MASCULINO,20,2018-01-26,2018-0012,1,13:30:00,CALLE,OLIDEN,8,-58.46912006,-34.68049201,PASAJEROS
2018-01-28,MOTO,MASCULINO,44,2018-01-28,2018-0013,1,08:15:00,AVENIDA,CONGRESO AV.,12,-58.48661286,-34.56786129,AUTO
2018-01-31,PEATON,MASCULINO,37,2018-02-04,2018-0014,1,20:00:00,AVENIDA,"MORENO, PERITO AV.",7,-58.44074927,-34.65080597,MOTO
2018-02-06,MOTO,MASCULINO,28,2018-02-06,2018-0015,2,01:00:00,AVENIDA,AUSTRALIA AV.,4,-58.38636298,-34.64684275,PASAJEROS
2018-02-06,MOTO,MASCULINO,19,2018-02-06,2018-0015,2,01:00:00,AVENIDA,AUSTRALIA AV.,4,-58.38636298,-34.64684275,PASAJEROS
2018-02-15,MOTO,MASCULINO,31,2018-02-15,2018-0016,1,10:15:00,AVENIDA,DEL LIBERTADOR AV.,1,-58.37533517,-34.59276462,CARGAS
2018-02-17,PEATON,MASCULINO,35,2018-02-20,2018-0017,1,04:15:00,AVENIDA,SAN PEDRITO AV.,7,-58.46963952,-34.63070603,AUTO
2018-02-17,MOTO,MASCULINO,26,2018-02-17,2018-0018,1,07:15:00,CALLE,ISABEL LA CATOLICA,4,-58.37207554,-34.64543658,CARGAS
2018-02-17,PEATON,FEMENINO,80,2018-02-17,2018-0019,1,12:30:00,AVENIDA,LAS HERAS GENERAL AV.,2,-58.39189441,-34.59176378,PASAJEROS
2018-02-19,MOTO,MASCULINO,26,2018-02-19,2018-0020,1,22:00:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,8,-58.45012957,-34.66518343,CARGAS
2018-02-22,PEATON,FEMENINO,62,2018-02-22,2018-0021,1,10:45:00,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.40184094,-34.64546845,PASAJEROS
2018-02-24,MOTO,MASCULINO,28,2018-02-24,2018-0022,1,00:00:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,-58.37441153,-34.63966783,CARGAS
2018-02-24,MOTO,MASCULINO,28,2018-02-24,2018-0023,1,06:00:00,CALLE,BARCO CENTENERA DEL,6,-58.44110156,-34.62082399,AUTO
2018-02-28,PEATON,MASCULINO,70,2018-02-28,2018-0024,1,23:00:00,AVENIDA,ALVAREZ THOMAS AV.,15,-58.47087351,-34.57827342,CARGAS
2018-03-04,PEATON,MASCULINO,70,2018-03-05,2018-0025,1,22:30:00,AVENIDA,AVELLANEDA AV.,7,-58.4596221,-34.6224514,AUTO
2018-03-09,MOVIL,MASCULINO,24,2018-03-09,2018-0026,2,04:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,CARGAS
2018-03-09,MOVIL,MASCULINO,30,2018-03-09,2018-0026,2,04:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",4,-58.41657793,-34.65476216,CARGAS
2018-03-11,PEATON,FEMENINO,74,2018-03-11,2018-0027,1,23:00:00,CALLE,CASTRO,5,-58.41911301,-34.63722107,MOTO
2018-03-13,PEATON,MASCULINO,71,2018-03-13,2018-0028,1,15:45:00,AVENIDA,"BILBAO, FRANCISCO AV.",9,-58.47120586,-34.64251042,CARGAS
2018-03-15,MOTO,MASCULINO,26,2018-03-15,2018-0029,1,18:00:00,AVENIDA,NAZCA AV.,11,-58.47418944,-34.62049672,AUTO
2018-03-20,MOTO,MASCULINO,24,2018-03-20,2018-0030,1,01:30:00,AVENIDA,PLAZA,15,-58.46720441,-34.57905579,MOTO
2018-03-28,MOTO,MASCULINO,31,2018-03-28,2018-0031,1,10:15:00,AVENIDA,GAONA AV.,11,-58.46909362,-34.6177971,CARGAS
2018-04-02,PEATON,MASCULINO,70,2018-04-02,2018-0032,1,13:00:00,AVENIDA,CABILDO AV.,13,-58.44704343,-34.5688864,PASAJEROS
2018-04-07,MOTO,FEMENINO,42,2018-04-10,2018-0033,1,07:30:00,AVENIDA,CAMARONES,10,-58.50535541,-34.62902048,CARGAS
2018-04-11,PEATON,MASCULINO,24,2018-04-11,2018-0034,1,18:15:00,AVENIDA,SANTA FE AV.,2,-58.40021675,-34.59522198,PASAJEROS
2018-04-12,PEATON,FEMENINO,39,2018-04-12,2018-0035,1,16:45:00,AVENIDA,RIVADAVIA AV.,7,-58.46325991,-34.62919627,PASAJEROS
2018-04-13,MOTO,MASCULINO,37,2018-04-15,2018-0036,1,23:15:00,AVENIDA,SAN MARTIN AV.,15,-58.49471482,-34.59694755,AUTO
2018-04-18,PEATON,MASCULINO,84,2018-04-19,2018-0037,1,18:45:00,AVENIDA,CORDOBA AV.,2,-58.3987261,-34.59975962,CARGAS
2018-04-20,PEATON,FEMENINO,59,2018-04-20,2018-0038,2,17:10:00,AVENIDA,RIVADAVIA AV.,1,-58.38872177,-34.60885045,AUTO
2018-04-20,PEATON,MASCULINO,61,2018-04-20,2018-0038,2,17:10:00,AVENIDA,RIVADAVIA AV.,1,-58.38872177,-34.60885045,AUTO
2018-04-27,PEATON,FEMENINO,37,2018-04-27,2018-0040,1,11:00:00,CALLE,"FREIRE, RAMON, CAP. GRAL.",13,-58.45686132,-34.57305993,CARGAS
2018-04-27,PEATON,FEMENINO,78,2018-04-27,2018-0041,1,13:30:00,AVENIDA,LA PLATA AV.,4,-58.42281627,-34.64282424,PASAJEROS
2018-04-27,MOTO,MASCULINO,23,2018-04-27,2018-0042,1,18:43:00,CALLE,BRANDSEN,4,-58.38666024,-34.63953396,CARGAS
2018-04-28,MOTO,MASCULINO,25,2018-04-29,2018-0043,1,06:30:00,AVENIDA,"VILARDEBO, TEODORO",11,-58.49122843,-34.61207587,AUTO
2018-04-28,PEATON,FEMENINO,50,2018-04-28,2018-0044,1,09:00:00,AVENIDA,ALBERTI,3,-58.40098306,-34.61866627,AUTO
2018-04-30,AUTO,MASCULINO,60,2018-04-30,2018-0045,1,07:00:00,AVENIDA,ALVAREZ THOMAS AV.,13,-58.45448963,-34.5791692,CARGAS
2018-05-02,PEATON,MASCULINO,11,2018-05-02,2018-0046,1,03:15:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52927982,-34.63931752,AUTO
2018-05-08,PEATON,MASCULINO,82,2018-05-09,2018-0047,1,19:00:00,AVENIDA,CORRIENTES AV.,15,-58.44759966,-34.5917024,PASAJEROS
2018-05-09,PEATON,MASCULINO,57,2018-05-16,2018-0048,1,10:30:00,AVENIDA,RIVADAVIA AV.,7,-58.46411215,-34.62925068,PASAJEROS
2018-05-11,PEATON,FEMENINO,40,2018-05-13,2018-0049,1,19:15:00,CALLE,QUESADA,13,-58.4621322,-34.55395823,AUTO
2018-05-14,PEATON,FEMENINO,47,2018-05-24,2018-0050,1,18:45:00,AVENIDA,CABILDO AV.,13,-58.45669422,-34.5620361,PASAJEROS
2018-05-15,PEATON,FEMENINO,57,2018-05-15,2018-0051,1,21:15:00,CALLE,CALIFORNIA,4,-58.3597716,-34.64341878,AUTO
2018-05-18,PEATON,MASCULINO,78,2018-05-19,2018-0052,1,20:30:00,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.",15,-58.49820145,-34.59070093,PASAJEROS
2018-05-20,MOTO,MASCULINO,43,2018-05-20,2018-0053,1,02:30:00,CALLE,SAN LUIS,3,-58.4105928,-34.5993918,AUTO
2018-05-22,PEATON,FEMENINO,86,2018-05-25,2018-0054,1,11:15:00,CALLE,LUGONES,12,-58.47969138,-34.57121563,BICICLETA
2018-05-29,MOTO,MASCULINO,21,2018-05-29,2018-0055,1,07:30:00,AVENIDA,INDEPENDENCIA AV.,3,-58.40351561,-34.61883916,AUTO
2018-06-02,PEATON,FEMENINO,69,2018-06-04,2018-0056,1,13:00:00,AVENIDA,RIVADAVIA AV.,9,-58.51973844,-34.63918987,PASAJEROS
2018-06-03,MOTO,MASCULINO,33,2018-06-04,2018-0057,1,03:30:00,CALLE,COMBATE DE LOS POZOS,3,-58.39311376,-34.62163006,PASAJEROS
2018-06-03,MOTO,MASCULINO,26,2018-06-13,2018-0058,1,06:30:00,AVENIDA,CORDOBA AV.,15,-58.43531242,-34.59082159,AUTO
2018-06-08,MOTO,MASCULINO,54,2018-06-08,2018-0059,1,06:20:00,AVENIDA,"GARAY, JUAN DE AV.",5,-58.41178165,-34.63035454,OTRO
2018-06-08,PEATON,MASCULINO,51,2018-06-08,2018-0060,1,12:50:00,AVENIDA,LAVALLE,1,-58.370488,-34.60189492,PASAJEROS
2018-06-10,MOTO,MASCULINO,51,2018-06-10,2018-0061,1,11:15:00,CALLE,ESTADOS UNIDOS,3,-58.39883882,-34.61964833,MOTO
2018-06-14,PEATON,MASCULINO,32,2018-06-14,2018-0062,1,01:00:00,CALLE,ROSARIO,6,-58.44110156,-34.62082399,CARGAS
2018-06-16,PEATON,FEMENINO,28,2018-06-17,2018-0063,1,21:15:00,AVENIDA,"ALEM, LEANDRO N. AV.",1,-58.37093138,-34.59952725,PASAJEROS
2018-06-25,AUTO,MASCULINO,30,2018-06-25,2018-0064,1,01:15:00,AVENIDA,VARELA AV.,7,-58.45855262,-34.63953253,CARGAS
2018-06-26,MOTO,MASCULINO,35,2018-06-26,2018-0065,1,17:30:00,CALLE,"PELLEGRINI, CARLOS",1,-58.38161909,-34.59283447,CARGAS
2018-06-28,PEATON,MASCULINO,73,2018-06-28,2018-0066,1,11:00:00,AVENIDA,CORRIENTES AV.,15,-58.45511899,-34.58698157,PASAJEROS
2018-06-29,PASAJEROS,FEMENINO,81,2018-07-06,2018-0067,1,16:15:00,AVENIDA,"MONTES DE OCA, MANUEL AV.",4,-58.37724226,-34.62973033,AUTO
2018-07-01,MOTO,MASCULINO,21,2018-07-01,2018-0068,1,09:00:00,AVENIDA,CARABOBO AV.,7,-58.45546217,-34.62930339,AUTO
2018-07-04,BICICLETA,MASCULINO,20,2018-07-04,2018-0069,1,21:45:00,AVENIDA,CORDOBA AV.,2,-58.39897064,-34.59954925,PASAJEROS
2018-07-07,MOTO,MASCULINO,33,2018-07-07,2018-0070,1,15:45:00,CALLE,ESTADOS UNIDOS,3,-58.40917826,-34.62126274,PASAJEROS
2018-07-10,MOTO,MASCULINO,37,2018-07-10,2018-0071,1,17:50:00,AVENIDA,MORENO,1,-58.36726348,-34.61099738,CARGAS
2018-07-11,MOTO,MASCULINO,27,2018-07-13,2018-0072,1,13:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.48267426,-34.68454456,CARGAS
2018-07-11,PEATON,FEMENINO,67,2018-07-11,2018-0073,1,15:45:00,AVENIDA,"IRIARTE, GRAL. AV.",4,-58.39546165,-34.65168841,CARGAS
2018-07-14,AUTO,MASCULINO,25,2018-07-14,2018-0074,1,06:04:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",7,-58.46941984,-34.63376545,CARGAS
2018-07-15,PEATON,MASCULINO,23,2018-07-15,2018-0075,1,07:30:00,AVENIDA,DEL LIBERTADOR AV.,14,-58.40367321,-34.58129246,AUTO
2018-07-16,AUTO,MASCULINO,73,2018-07-16,2018-0076,1,09:30:00,CALLE,"CHAVEZ, JORGE",9,-58.52932872,-34.65014993,CARGAS
2018-07-16,AUTO,MASCULINO,58,2018-07-17,2018-0077,1,23:15:00,CALLE,"URQUIZA, GRAL.",3,-58.40917826,-34.62126274,CARGAS
2018-07-21,PEATON,MASCULINO,27,2018-07-21,2018-0078,1,06:15:00,CALLE,PARAGUAY,2,-58.41264127,-34.59473294,AUTO
2018-07-23,PEATON,MASCULINO,37,2018-07-23,2018-0079,1,07:15:00,AUTOPISTA,DE LOS CORRALES AV.,9,-58.50877521,-34.66977709,CARGAS
2018-07-25,PEATON,MASCULINO,26,2018-07-25,2018-0080,1,22:22:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.51232237,-34.6590353,AUTO
2018-07-29,PEATON,MASCULINO,35,2018-07-29,2018-0081,1,06:30:00,AVENIDA,CASTANARES AV.,7,-58.44744156,-34.64567171,MULTIPLE
2018-08-01,MOTO,FEMENINO,17,2018-08-01,2018-0082,1,15:53:00,AVENIDA,LARRAZABAL,9,-58.49441273,-34.65869968,CARGAS
2018-08-02,MOTO,MASCULINO,37,2018-08-02,2018-0083,1,05:20:00,AUTOPISTA,"PAZ, GRAL. AV.",8,-58.47976785,-34.69153196,CARGAS
2018-08-03,PEATON,MASCULINO,45,2018-08-03,2018-0084,1,07:25:00,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",1,-58.36523349,-34.62260331,CARGAS
2018-08-03,MOTO,FEMENINO,22,2018-08-03,2018-0085,2,18:16:00,AVENIDA,ENTRE RIOS AV.,3,-58.39118948,-34.62704273,PASAJEROS
2018-08-03,MOTO,MASCULINO,30,2018-08-03,2018-0085,2,18:16:00,AVENIDA,ENTRE RIOS AV.,3,-58.39118948,-34.62704273,PASAJEROS
2018-08-10,PEATON,MASCULINO,40,2018-08-10,2018-0086,1,21:44:00,AVENIDA,DIRECTORIO AV.,9,-58.49019551,-34.65015854,PASAJEROS
2018-08-15,PEATON,MASCULINO,75,2018-08-20,2018-0087,1,19:20:00,AVENIDA,PAVON AV.,5,-58.41644362,-34.63023775,PASAJEROS
2018-08-17,MOTO,MASCULINO,37,2018-08-17,2018-0088,1,16:36:00,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.5007381,-34.5497951,CARGAS
2018-08-17,PEATON,MASCULINO,80,2018-08-17,2018-0089,1,17:56:00,AVENIDA,PICHINCHA AV.,4,-58.39626094,-34.63036565,PASAJEROS
2018-08-18,MOTO,MASCULINO,27,2018-08-18,2018-0090,1,10:34:00,AVENIDA,27 DE FEBRERO AV.,8,-58.43284809,-34.67051543,AUTO
2018-08-19,AUTO,FEMENINO,23,2018-08-19,2018-0091,1,18:47:00,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52280139,-34.63659934,AUTO
2018-08-20,MOTO,MASCULINO,23,2018-08-20,2018-0092,1,08:20:00,AVENIDA,CORDOBA AV.,14,-58.4233693,-34.59774487,AUTO
2018-08-20,PEATON,MASCULINO,24,2018-08-20,2018-0093,1,08:41:00,CALLE,15 DE NOVIEMBRE DE 1889,1,-58.38691681,-34.63105973,PASAJEROS
2018-08-23,MOTO,MASCULINO,32,2018-08-23,2018-0094,1,05:35:00,CALLE,"SALGUERO, JERONIMO",14,-58.4116902,-34.5857988,PASAJEROS
2018-08-26,AUTO,FEMENINO,49,2018-08-26,2018-0095,1,00:59:00,AVENIDA,LACARRA AV.,9,-58.46739825,-34.65117757,AUTO
2018-08-31,PEATON,MASCULINO,39,2018-08-31,2018-0096,1,22:20:00,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA.,8,-58.44483258,-34.67152226,AUTO
2018-09-02,AUTO,FEMENINO,35,2018-09-02,2018-0097,1,10:50:00,AVENIDA,VARELA AV.,8,-58.43254025,-34.66128115,OTRO
2018-09-09,AUTO,MASCULINO,55,2018-09-09,2018-0098,2,05:00:00,AUTOPISTA,"PAZ, GRAL. AV.",8,-58.47199387,-34.69640164,AUTO
2018-09-09,AUTO,MASCULINO,54,2018-09-09,2018-0098,2,05:00:00,AUTOPISTA,"PAZ, GRAL. AV.",8,-58.47199387,-34.69640164,AUTO
2018-09-12,PEATON,MASCULINO,18,2018-09-13,2018-0099,1,14:25:00,AVENIDA,RIVADAVIA AV.,7,-58.46411215,-34.62925068,PASAJEROS
2018-09-20,MOTO,FEMENINO,33,2018-09-20,2018-0100,1,10:30:00,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",1,-58.36217754,-34.62367156,AUTO
2018-09-21,AUTO,MASCULINO,37,2018-09-21,2018-0101,1,00:15:00,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.48098594,-34.5407313,MULTIPLE
2018-09-21,MOTO,MASCULINO,20,2018-09-21,2018-0102,1,00:30:00,CALLE,FAMATINA,4,-58.41083404,-34.64640709,AUTO
2018-09-27,PEATON,MASCULINO,1,2018-09-29,2018-0103,1,17:51:00,AVENIDA,CASTAÑARES AV.,7,-58.44609828,-34.64446729,MOTO
2018-10-01,MOTO,MASCULINO,22,2018-10-01,2018-0104,1,08:58:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37709334,-34.64035082,MOTO
2018-10-03,PEATON,FEMENINO,56,2018-10-03,2018-0105,1,18:12:00,AVENIDA,NAZCA AV.,7,-58.46963952,-34.63070603,PASAJEROS
2018-10-04,MOTO,MASCULINO,27,2018-10-04,2018-0106,1,22:02:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",13,-58.43674281,-34.55161027,MOTO
2018-10-06,PEATON,FEMENINO,62,2018-10-06,2018-0107,1,14:20:00,AVENIDA,RIVADAVIA AV.,3,-58.4059686,-34.61011987,PASAJEROS
2018-10-09,MOTO,MASCULINO,37,2018-10-10,2018-0108,1,14:00:00,AVENIDA,DE LOS ITALIANOS AV.,1,-58.36154069,-34.60463618,AUTO
2018-10-10,PEATON,MASCULINO,34,2018-10-10,2018-0109,1,22:12:00,AVENIDA,TUCUMAN,1,-58.37062179,-34.60066507,PASAJEROS
2018-10-13,PEATON,MASCULINO,60,2018-10-14,2018-0110,1,03:05:00,AVENIDA,CORRIENTES AV.,15,-58.43220014,-34.60207186,MOTO
