fecha,victima,sexo,edad,fecha_fallecimiento,ID,n_victimas,hora,tipo_calle,calle,comuna,longitud,latitud,acusado
2018-10-19,MOTO,MASCULINO,28,2018-10-19,2018-0111,1,12:13:00,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.46958442,-34.64949724,CARGAS
2018-10-24,MOTO,FEMENINO,28,2018-10-24,2018-0112,1,09:18:00,CALLE,MUÑECAS,15,-58.44671397,-34.59970903,CARGAS
2018-10-25,MOTO,MASCULINO,20,2018-10-25,2018-0113,1,11:00:00,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.",11,-58.47152163,-34.61474911,CARGAS
2018-10-30,MOTO,MASCULINO,23,2018-10-30,2018-0114,1,02:15:00,AVENIDA,SOLIS,1,-58.39032921,-34.61807951,AUTO
2018-10-31,PEATON,MASCULINO,42,2018-11-01,2018-0115,1,12:30:00,CALLE,"BOSCH, VENTURA",9,-58.52887773,-34.64297861,PASAJEROS
2018-11-01,PEATON,MASCULINO,48,2018-11-08,2018-0116,1,10:50:00,AUTOPISTA,"PAZ, GRAL. AV.",8,-58.49371157,-34.67981324,CARGAS
2018-11-04,MOTO,MASCULINO,30,2018-11-08,2018-0117,1,08:15:00,AVENIDA,"PERON, EVA AV.",9,-58.48266599,-34.66012327,MOTO
2018-11-05,PEATON,FEMENINO,80,2018-11-05,2018-0118,1,14:49:00,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL",3,-58.40612253,-34.60774301,MOTO
2018-11-09,PEATON,FEMENINO,51,2018-11-20,2018-0120,1,13:34:00,AVENIDA,MONROE,12,-58.48250732,-34.57208238,AUTO
2018-11-09,PEATON,FEMENINO,72,2018-11-09,2018-0121,1,16:32:00,AVENIDA,RIVADAVIA AV.,10,-58.49945705,-34.6374328,PASAJEROS
2018-11-12,AUTO,MASCULINO,33,2018-11-12,2018-0122,1,01:00:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,8,-58.47743966,-34.67233407,AUTO
2018-11-15,CARGAS,MASCULINO,44,2018-11-15,2018-0124,1,19:40:00,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.52144411,-34.63682499,CARGAS
2018-11-16,PEATON,MASCULINO,29,2018-11-17,2018-0125,1,21:12:00,AVENIDA,SAENZ AV.,4,-58.41650465,-34.65084045,PASAJEROS
2018-11-18,MOTO,MASCULINO,27,2018-11-23,2018-0126,1,12:11:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52994219,-34.64055918,AUTO
2018-11-19,MOTO,MASCULINO,29,2018-11-19,2018-0127,1,09:14:00,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.50993046,-34.56919739,MOTO
2018-11-25,AUTO,MASCULINO,49,2018-11-25,2018-0128,2,04:30:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52844623,-34.64592873,PASAJEROS
2018-11-25,AUTO,FEMENINO,39,2018-11-25,2018-0128,2,04:30:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52844623,-34.64592873,PASAJEROS
2018-11-28,MOTO,MASCULINO,37,2018-11-30,2018-0129,1,04:01:00,AVENIDA,"NEWBERY, JORGE AV.",15,-58.45021367,-34.58695347,PASAJEROS
2018-12-03,MOTO,MASCULINO,37,2018-12-03,2018-0130,1,03:00:00,AVENIDA,GAONA AV.,10,-58.49022072,-34.62770192,PASAJEROS
2018-12-07,MOTO,MASCULINO,29,2018-12-07,2018-0131,1,19:10:00,AVENIDA,"MADERO, EDUARDO AV.",1,-58.36860866,-34.60106568,CARGAS
2018-12-12,PEATON,MASCULINO,70,2018-12-12,2018-0132,1,08:26:00,AUTOPISTA,AUTOPISTA ARTURO ILLIA,2,-58.39490504,-34.57241534,CARGAS
2018-12-12,PEATON,FEMENINO,60,2018-12-12,2018-0133,1,14:07:00,AVENIDA,NAZCA AV.,7,-58.46963952,-34.63070603,CARGAS
2018-12-12,PEATON,MASCULINO,56,2018-12-13,2018-0134,1,21:00:00,AVENIDA,LA PLATA AV.,7,-58.42349365,-34.64019887,MOTO
2018-12-18,PEATON,MASCULINO,80,2018-12-22,2018-0135,1,14:40:00,AVENIDA,BELGRANO AV.,1,-58.37471802,-34.61265002,PASAJEROS
2018-12-18,PEATON,FEMENINO,70,2018-12-18,2018-0136,1,15:42:00,AVENIDA,RIVADAVIA AV.,7,-58.46438789,-34.62913916,PASAJEROS
2018-12-18,MOTO,MASCULINO,29,2018-12-19,2018-0137,1,20:15:00,CALLE,"ALSINA, ADOLFO",1,-58.38481975,-34.61100424,PASAJEROS
2018-12-21,PASAJEROS,FEMENINO,79,2018-12-21,2018-0138,1,09:30:00,CALLE,BERMUDEZ,10,-58.50751833,-34.62073702,PASAJEROS
2018-12-22,MOTO,MASCULINO,28,2018-12-24,2018-0139,1,06:30:00,CALLE,SANTANDER,7,-58.44682986,-34.63888084,MOTO
2018-12-22,AUTO,MASCULINO,78,2018-12-22,2018-0140,1,08:05:00,CALLE,LANTERI JULIETA,1,-58.3600465,-34.61381341,AUTO
2018-12-22,PEATON,MASCULINO,75,2018-12-24,2018-0141,1,17:40:00,AVENIDA,MAZA,5,-58.41509546,-34.62085945,MOTO
2018-12-25,CARGAS,MASCULINO,32,2019-01-01,2018-0142,1,13:30:00,AUTOPISTA,"PAZ, GRAL. AV.",12,-58.50997604,-34.57251072,PASAJEROS
2018-12-29,MOTO,MASCULINO,22,2018-12-29,2018-0143,1,05:25:00,AVENIDA,OLIVERA AV.,10,-58.48606475,-34.64047818,AUTO
2019-01-08,MOTO,MASCULINO,25,2019-01-08,2019-0001,1,08:30:00,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",2,-58.38526125,-34.5780581,CARGAS
2019-01-09,AUTO,MASCULINO,32,2019-01-09,2019-0002,1,04:00:00,AVENIDA,CASTAÑARES AV.,7,-58.45463662,-34.65082149,CARGAS
2019-01-12,MOTO,MASCULINO,23,2019-01-12,2019-0003,1,08:00:00,AVENIDA,SAN MARTIN AV.,15,-58.49121672,-34.59718073,AUTO
2019-01-14,AUTO,MASCULINO,71,2019-01-14,2019-0004,1,19:58:00,AVENIDA,"PERON, EVA AV.",9,-58.47325712,-34.65284605,PASAJEROS
2019-01-19,MOTO,MASCULINO,43,2019-01-19,2019-0005,1,12:00:00,AVENIDA,"JUSTO, JUAN B. AV.",10,-58.52108101,-34.63382309,CARGAS
2019-01-23,PEATON,FEMENINO,12,2019-01-23,2019-0006,1,05:45:00,AVENIDA,"OBLIGADO RAFAEL, AV.COSTANERA",14,-58.41652702,-34.55509606,AUTO
2019-01-26,MOTO,MASCULINO,35,2019-01-26,2019-0007,1,19:34:00,CALLE,"MITRE, BARTOLOME",5,-58.42891604,-34.6107166,AUTO
2019-01-30,MOTO,MASCULINO,42,2019-01-31,2019-0008,1,22:45:00,AUTOPISTA,"PAZ, GRAL. AV.",8,-58.47802293,-34.69156793,MULTIPLE
2019-01-31,MOTO,MASCULINO,34,2019-01-31,2019-0009,1,14:55:00,AVENIDA,CHACABUCO,1,-58.37564821,-34.62200207,AUTO
2019-02-02,PEATON,MASCULINO,37,2019-02-02,2019-0010,2,07:50:00,AVENIDA,DEL LIBERTADOR AV.,14,-58.42668489,-34.56961468,AUTO
2019-02-02,PEATON,MASCULINO,59,2019-02-02,2019-0010,2,07:50:00,AVENIDA,DEL LIBERTADOR AV.,14,-58.42668489,-34.56961468,AUTO
2019-02-10,PEATON,MASCULINO,37,2019-02-10,2019-0011,1,01:00:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.5183993,-34.66252488,AUTO
2019-02-17,MOTO,MASCULINO,31,2019-02-20,2019-0012,1,03:16:00,AVENIDA,CASTAÑARES AV.,8,-58.48432691,-34.67665828,AUTO
2019-02-20,PEATON,MASCULINO,39,2019-03-02,2019-0013,1,07:30:00,CALLE,SALVIGNY,7,-58.4338383,-34.64457699,AUTO
2019-02-20,MOTO,MASCULINO,69,2019-02-20,2019-0014,1,17:30:00,CALLE,"LAMARCA, EMILIO",11,-58.51664939,-34.58657938,OBJETO FIJO
2019-02-23,AUTO,MASCULINO,21,2019-02-23,2019-0015,1,06:57:00,AVENIDA,SAN MARTIN AV.,11,-58.49613012,-34.59703502,OBJETO FIJO
2019-02-24,MOTO,MASCULINO,40,2019-02-24,2019-0016,1,02:00:00,CALLE,"CARRILLO, RAMON, DR.",4,-58.38313603,-34.63356284,PASAJEROS
2019-03-03,AUTO,MASCULINO,22,2019-03-07,2019-0017,1,07:00:00,CALLE,MEXICO,3,-58.39914719,-34.61632317,PASAJEROS
2019-03-03,PEATON,FEMENINO,29,2019-03-03,2019-0018,1,23:30:00,AUTOPISTA,"CANTILO, INT.",13,-58.44927253,-34.54048625,AUTO
2019-03-06,MOTO,MASCULINO,37,2019-03-26,2019-0019,1,12:00:00,AVENIDA,DEL LIBERTADOR AV.,13,-58.45049163,-34.55374003,AUTO
2019-03-07,MOTO,MASCULINO,43,2019-03-07,2019-0020,1,21:01:00,AVENIDA,CHICLANA AV.,5,-58.41288952,-34.63572989,AUTO
2019-03-15,MOTO,MASCULINO,23,2019-03-16,2019-0021,1,22:50:00,AVENIDA,BOYACA AV.,7,-58.45743597,-34.62561234,AUTO
2019-03-16,AUTO,MASCULINO,34,2019-03-16,2019-0023,1,08:28:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52922765,-34.63637963,OBJETO FIJO
2019-03-19,MOTO,MASCULINO,32,2019-03-19,2019-0024,1,07:12:00,AVENIDA,ANTARTIDA ARGENTINA AV.,1,-58.37208118,-34.58541957,CARGAS
2019-03-22,PEATON,MASCULINO,27,2019-04-04,2019-0025,1,13:10:00,CALLE,"MITRE, BARTOLOME",5,-58.41458534,-34.60937557,AUTO
2019-03-28,PEATON,MASCULINO,37,2019-03-28,2019-0026,1,07:32:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,PASAJEROS
2019-03-28,BICICLETA,MASCULINO,37,2019-03-28,2019-0027,1,11:11:00,AVENIDA,SANTA FE AV.,2,-58.39990285,-34.59511714,MULTIPLE
2019-04-06,PEATON,FEMENINO,37,2019-04-06,2019-0028,1,09:15:00,AVENIDA,"JUSTO, JUAN B. AV.",11,-58.46051346,-34.60588536,PASAJEROS
2019-04-07,MOTO,MASCULINO,27,2019-04-07,2019-0029,1,10:15:00,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,OBJETO FIJO
2019-04-09,MOTO,MASCULINO,25,2019-04-09,2019-0030,1,16:00:00,CALLE,"ALVAREZ, DONATO, TTE. GRAL.",7,-58.45457546,-34.62447891,CARGAS
2019-04-12,BICICLETA,MASCULINO,20,2019-04-12,2019-0031,1,19:55:00,AVENIDA,CORDOBA AV.,1,-58.36951669,-34.59832047,CARGAS
2019-04-16,PEATON,FEMENINO,83,2019-04-18,2019-0032,1,11:00:00,AVENIDA,CAMARONES,11,-58.46415322,-34.6044379,AUTO
2019-04-21,MOTO,MASCULINO,37,2019-04-21,2019-0034,1,09:08:00,AVENIDA,"MORENO, PERITO AV.",7,-58.45537373,-34.65093074,OBJETO FIJO
2019-04-23,PEATON,FEMENINO,75,2019-04-23,2019-0035,1,14:10:00,CALLE,SUIPACHA,1,-58.37942637,-34.60053054,BICICLETA
2019-04-26,MOTO,MASCULINO,34,2019-05-02,2019-0036,1,22:46:00,CALLE,RIGLOS,6,-58.4368044,-34.62147504,AUTO
2019-05-01,MOTO,MASCULINO,17,2019-05-01,2019-0037,1,23:10:00,AVENIDA,LA RIOJA,3,-58.40778291,-34.61971907,AUTO
2019-05-04,PEATON,FEMENINO,42,2019-05-05,2019-0038,1,14:10:00,AVENIDA,"UDAONDO, GUILLERMO AV.",13,-58.45212523,-34.54628513,MOTO
2019-05-05,PEATON,FEMENINO,82,2019-05-08,2019-0105,1,11:00:00,AVENIDA,SANTO TOME,10,-58.50512382,-34.61520391,AUTO
2019-05-09,MOTO,MASCULINO,28,2019-05-09,2019-0039,1,03:05:00,AVENIDA,SAN PEDRITO AV.,7,-58.46749188,-34.63551751,AUTO
2019-05-11,AUTO,FEMENINO,78,2019-05-11,2019-0041,1,20:30:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.51140289,-34.65846419,MULTIPLE
2019-05-14,PEATON,MASCULINO,39,2019-05-14,2019-0042,1,15:00:00,CALLE,LIMA,1,-58.38211431,-34.62465368,PASAJEROS
2019-05-21,BICICLETA,FEMENINO,37,2019-05-21,2019-0043,1,09:00:00,AVENIDA,CORDOBA AV.,1,-58.36951669,-34.59832047,CARGAS
2019-05-27,PEATON,FEMENINO,77,2019-05-29,2019-0044,1,12:45:00,AVENIDA,BOEDO AV.,5,-58.41635217,-34.62036547,MOTO
2019-06-03,MOTO,MASCULINO,33,2019-06-03,2019-0045,1,07:27:00,AVENIDA,DEL LIBERTADOR AV.,14,-58.41316147,-34.57579669,CARGAS
2019-06-04,MOTO,FEMENINO,26,2019-06-04,2019-0046,1,09:00:00,AUTOPISTA,"PAZ, GRAL. AV.",13,-58.47617802,-34.53825652,AUTO
2019-06-06,PEATON,MASCULINO,76,2019-06-06,2019-0047,1,10:00:00,AVENIDA,CASEROS AV.,4,-58.38641783,-34.63330028,CARGAS
2019-06-07,MOTO,MASCULINO,32,2019-06-07,2019-0048,1,07:00:00,AVENIDA,AVELLANEDA AV.,6,-58.45322169,-34.62038137,CARGAS
2019-06-08,PEATON,FEMENINO,72,2019-06-09,2019-0049,1,09:20:00,CALLE,CIUDAD DE LA PAZ,13,-58.45849057,-34.56166498,CARGAS
2019-06-08,MOTO,MASCULINO,21,2019-06-09,2019-0050,1,23:35:00,AVENIDA,"SALGUERO, JERONIMO",14,-58.41829559,-34.59411677,CARGAS
2019-06-11,MOTO,MASCULINO,41,2019-06-11,2019-0051,1,10:00:00,CALLE,"FILIBERTO, JUAN DE DIOS",4,-58.36376488,-34.63832093,AUTO
2019-06-14,AUTO,MASCULINO,49,2019-06-14,2019-0053,1,17:20:00,AVENIDA,ASTURIAS AV.,8,-58.46442668,-34.66004784,AUTO
2019-06-20,MOTO,MASCULINO,21,2019-06-20,2019-0054,1,03:00:00,CALLE,GANDARA,15,-58.48222035,-34.58428769,OBJETO FIJO
2019-06-20,MOTO,MASCULINO,47,2019-06-21,2019-0055,1,19:45:00,AVENIDA,"GUEVARA, TRINIDAD",1,-58.36819005,-34.60283208,PASAJEROS
2019-06-29,PEATON,FEMENINO,75,2019-06-29,2019-0056,1,17:16:00,AVENIDA,BOYACA AV.,7,-58.45877601,-34.62330939,AUTO
2019-07-05,PEATON,FEMENINO,63,2019-07-08,2019-0057,1,19:00:00,CALLE,ARTILLEROS,13,-58.44196498,-34.55760517,AUTO
2019-07-10,MOTO,MASCULINO,39,2019-07-10,2019-0058,1,09:20:00,AUTOPISTA,AUTOPISTA PERITO MORENO,10,-58.50622631,-34.63627822,PASAJEROS
2019-07-13,MOTO,MASCULINO,30,2019-07-13,2019-0059,1,22:35:00,CALLE,15 DE NOVIEMBRE DE 1889,1,-58.3841088,-34.63099197,PASAJEROS
2019-07-17,PEATON,FEMENINO,78,2019-07-17,2019-0060,1,11:20:00,AVENIDA,"ACOSTA, MARIANO AV.",10,-58.48100602,-34.63504312,AUTO
2019-07-17,PEATON,FEMENINO,58,2019-07-17,2019-0061,1,18:40:00,CALLE,11 DE SEPTIEMBRE DE 1888,13,-58.45200171,-34.5578132,PASAJEROS
2019-08-01,PEATON,FEMENINO,60,2019-08-02,2019-0062,1,23:00:00,AVENIDA,"PINO, VIRREY DEL",13,-58.44462132,-34.56201105,PASAJEROS
2019-08-04,MOTO,MASCULINO,37,2019-08-04,2019-0063,1,01:30:00,AVENIDA,FOREST AV.,15,-58.45220688,-34.58711712,PASAJEROS
2019-08-06,MOTO,MASCULINO,20,2019-08-06,2019-0064,1,03:15:00,AVENIDA,BOYACA AV.,7,-58.4596221,-34.6224514,AUTO
2019-08-08,PEATON,FEMENINO,55,2019-08-09,2019-0065,1,16:45:00,CALLE,BARCO CENTENERA DEL,4,-58.4197085,-34.65414867,PASAJEROS
2019-08-11,PEATON,MASCULINO,40,2019-08-11,2019-0066,1,21:15:00,AVENIDA,RIESTRA AV.,7,-58.44187596,-34.64938031,AUTO
2019-08-14,MOTO,MASCULINO,35,2019-08-14,2019-0067,1,15:00:00,CALLE,"CASTRO, EMILIO",10,-58.49101637,-34.64276621,CARGAS
2019-08-14,MOTO,MASCULINO,53,2019-08-14,2019-0068,1,17:40:00,AVENIDA,27 DE FEBRERO AV.,8,-58.42493829,-34.66256502,MOTO
2019-08-17,MOTO,MASCULINO,43,2019-08-17,2019-0069,1,05:25:00,AVENIDA,"GARAY, JUAN DE AV.",4,-58.40489318,-34.62930162,AUTO
2019-08-22,MOTO,MASCULINO,25,2019-08-22,2019-0070,1,12:30:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",14,-58.4268668,-34.59217875,BICICLETA
2019-08-27,PEATON,MASCULINO,37,2019-08-27,2019-0071,1,11:30:00,AVENIDA,PRIMERA JUNTA,9,-58.479611,-34.65620398,CARGAS
2019-08-28,AUTO,MASCULINO,22,2019-09-02,2019-0072,1,06:20:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",10,-58.47439934,-34.63524207,AUTO
2019-08-29,AUTO,MASCULINO,29,2019-09-06,2019-0073,1,01:50:00,AVENIDA,ALVAREZ THOMAS AV.,15,-58.46711912,-34.57926018,OBJETO FIJO
2019-08-29,MOTO,MASCULINO,35,2019-08-29,2019-0074,1,09:00:00,AUTOPISTA,"LUGONES, LEOPOLDO AV.",13,-58.46514781,-34.53465378,CARGAS
2019-08-30,MOTO,MASCULINO,31,2019-08-30,2019-0075,1,23:20:00,CALLE,SAN ANTONIO,4,-58.37571078,-34.65584079,PASAJEROS
2019-09-05,MOTO,FEMENINO,29,2019-09-05,2019-0076,1,18:00:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,4,-58.37157668,-34.65429986,CARGAS
2019-09-08,PEATON,FEMENINO,28,2019-09-08,2019-0077,1,03:40:00,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",14,-58.39811256,-34.58070186,AUTO
2019-09-12,PEATON,FEMENINO,72,2019-09-15,2019-0078,1,08:25:00,AVENIDA,"EINSTEIN, ALBERTO",4,-58.41125934,-34.6541774,CARGAS
2019-09-17,MOTO,MASCULINO,57,2019-09-17,2019-0079,1,05:30:00,CALLE,AGRELO,5,-58.41822901,-34.61866836,PASAJEROS
2019-09-17,PEATON,MASCULINO,76,2019-09-17,2019-0080,1,18:40:00,AUTOPISTA,CABILDO AV.,13,-58.47617802,-34.53825652,MOTO
2019-09-23,PEATON,MASCULINO,67,2019-10-07,2019-0081,1,16:00:00,AVENIDA,ELCANO AV.,15,-58.46141281,-34.58623761,PASAJEROS
2019-09-25,BICICLETA,MASCULINO,47,2019-09-25,2019-0082,1,07:45:00,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.42985146,-34.6611974,CARGAS
2019-09-26,AUTO,MASCULINO,73,2019-09-26,2019-0083,1,08:00:00,CALLE,MONTE,9,-58.48457413,-34.6583909,AUTO
2019-09-27,BICICLETA,FEMENINO,40,2019-09-27,2019-0084,1,11:45:00,CALLE,TANDIL,7,-58.46572884,-34.63628186,CARGAS
2019-10-09,BICICLETA,MASCULINO,20,2019-10-09,2019-0085,1,22:18:00,CALLE,CARDOSO,10,-58.49261744,-34.6341913,TREN
2019-10-15,MOTO,MASCULINO,29,2019-10-15,2019-0086,1,14:10:00,AVENIDA,CORRIENTES AV.,15,-58.45283186,-34.5884156,PASAJEROS
2019-10-21,MOTO,MASCULINO,41,2019-10-21,2019-0087,1,21:00:00,AVENIDA,ALVAREZ THOMAS AV.,12,-58.47973681,-34.57418656,MOTO
2019-10-22,PEATON,MASCULINO,27,2019-10-22,2019-0088,1,20:00:00,AVENIDA,"ALCORTA, AMANCIO AV.",4,-58.40623949,-34.65076549,PASAJEROS
2019-10-23,PEATON,FEMENINO,92,2019-10-23,2019-0089,1,15:45:00,AVENIDA,"BROWN, ALTE. AV.",4,-58.36244648,-34.63107887,CARGAS
2019-10-24,PEATON,MASCULINO,67,2019-10-26,2019-0090,1,18:26:00,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",9,-58.49962423,-34.64868027,MOTO
2019-11-01,PEATON,MASCULINO,35,2019-11-01,2019-0091,1,20:50:00,AVENIDA,"JUSTO, JUAN B. AV.",15,-58.44551437,-34.59559816,PASAJEROS
2019-11-03,PEATON,MASCULINO,37,2019-11-03,2019-0092,1,10:30:00,CALLE,"BRIN, MINISTRO",4,-58.35608181,-34.63420319,PASAJEROS
2019-11-13,BICICLETA,MASCULINO,16,2019-11-13,2019-0093,1,11:50:00,AVENIDA,NIZA,11,-58.46483679,-34.60907662,OTRO
2019-11-18,MOTO,FEMENINO,37,2019-11-18,2019-0094,1,14:00:00,CALLE,CAMARGO,15,-58.44368628,-34.59724326,OTRO
2019-11-20,MOTO,MASCULINO,37,2019-11-20,2019-0095,1,15:30:00,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,1,-58.37864583,-34.62907067,CARGAS
2019-11-22,PEATON,MASCULINO,73,2019-11-22,2019-0096,1,19:33:00,AVENIDA,CASEROS AV.,1,-58.37560352,-34.62726382,PASAJEROS
2019-11-25,MOTO,FEMENINO,23,2019-11-25,2019-0097,1,08:50:00,AUTOPISTA,AUTOPISTA PERITO MORENO,9,-58.47721439,-34.64815069,MULTIPLE
2019-11-25,PASAJEROS,FEMENINO,61,2019-11-29,2019-0098,1,14:00:00,AVENIDA,GUZMAN,15,-58.45134029,-34.58984288,PASAJEROS
2019-12-05,MOTO,MASCULINO,38,2019-12-18,2019-0100,1,17:30:00,AVENIDA,DE LOS CONSTITUYENTES AV.,12,-58.49040794,-34.58368803,AUTO
2019-12-17,MOTO,MASCULINO,25,2019-12-17,2019-0101,1,04:20:00,AVENIDA,"MORENO, PERITO AV.",4,-58.42102679,-34.64991178,MOTO
2019-12-17,MOTO,MASCULINO,18,2019-12-18,2019-0102,1,14:30:00,CALLE,IBARROLA,9,-58.52219407,-34.64143926,AUTO
2019-12-21,MOTO,FEMENINO,23,2019-12-22,2019-0104,1,04:25:00,AVENIDA,RIVADAVIA AV.,10,-58.47460416,-34.63206174,AUTO
2020-01-04,PEATON,FEMENINO,87,2020-01-04,2020-0001,1,10:40:00,CALLE,URIARTE,15,-58.43910409,-34.59213355,AUTO
2020-01-05,MOTO,MASCULINO,36,2020-01-07,2020-0002,1,20:00:00,AVENIDA,SARAZA,7,-58.45019436,-34.64646409,OBJETO FIJO
2020-01-11,PEATON,MASCULINO,44,2020-01-11,2020-0003,1,06:00:00,AVENIDA,RIVADAVIA AV.,3,-58.39337644,-34.60927582,AUTO
2020-01-14,PEATON,MASCULINO,82,2020-01-15,2020-0004,1,21:40:00,AVENIDA,RODRIGUEZ PEÑA,1,-58.39055614,-34.60919284,PASAJEROS
2020-01-14,MOTO,MASCULINO,25,2020-02-10,2020-0005,1,06:00:00,AVENIDA,24 DE NOVIEMBRE,3,-58.41036975,-34.62477021,PASAJEROS
2020-01-20,MOTO,MASCULINO,23,2020-01-20,2020-0006,1,12:55:00,AVENIDA,LAFUENTE AV.,8,-58.44925765,-34.65412546,CARGAS
2020-01-27,PEATON,MASCULINO,52,2020-01-27,2020-0007,1,00:37:00,CALLE,CHILE,1,-58.3815685,-34.61648696,MOTO
2020-01-30,MOTO,MASCULINO,49,2020-01-30,2020-0008,1,07:10:00,AVENIDA,CORDOBA AV.,2,-58.40662899,-34.59804521,CARGAS
2020-02-04,PEATON,MASCULINO,48,2020-02-05,2020-0009,1,14:50:00,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",5,-58.41985649,-34.6060085,AUTO
2020-02-08,MOTO,MASCULINO,37,2020-02-08,2020-0010,1,05:45:00,AVENIDA,9 DE JULIO AV.,1,-58.38099833,-34.62214953,OBJETO FIJO
2020-02-12,MOTO,MASCULINO,31,2020-02-12,2020-0011,1,11:29:00,CALLE,COLOMBRES,5,-58.41803309,-34.61823178,CARGAS
2020-02-18,PEATON,FEMENINO,66,2020-02-18,2020-0012,1,21:00:00,CALLE,MEXICO,3,-58.40604003,-34.61783553,MOTO
2020-02-20,PEATON,FEMENINO,58,2020-03-03,2020-0013,1,12:00:00,AVENIDA,COMBATIENTES DE MALVINAS AV.,15,-58.47549929,-34.57994061,MOTO
2020-02-27,MOTO,MASCULINO,37,2020-02-27,2020-0014,1,02:14:00,CALLE,BERMUDEZ,11,-58.51398484,-34.61600366,PASAJEROS
2020-02-28,MOTO,MASCULINO,29,2020-02-28,2020-0015,1,14:30:00,AVENIDA,BRASIL AV.,1,-58.36797542,-34.62519403,PASAJEROS
2020-02-29,PEATON,MASCULINO,68,2020-03-09,2020-0016,1,13:00:00,AVENIDA,"ALEM, LEANDRO N. AV.",1,-58.37133616,-34.59879316,PASAJEROS
2020-03-05,PEATON,MASCULINO,37,2020-03-05,2020-0017,1,23:00:00,AVENIDA,BELGRANO AV.,3,-58.39613805,-34.61413568,AUTO
2020-03-09,MOTO,MASCULINO,31,2020-03-09,2020-0018,1,14:00:00,AVENIDA,"UDAONDO, GUILLERMO AV.",13,-58.44903073,-34.54200276,OBJETO FIJO
2020-03-10,PEATON,FEMENINO,80,2020-03-10,2020-0019,1,21:00:00,CALLE,CONSTITUCION,5,-58.41972364,-34.6284667,AUTO
2020-03-13,PEATON,FEMENINO,74,2020-03-17,2020-0020,1,17:30:00,AVENIDA,PUEYRREDON AV.,3,-58.40571596,-34.60557123,MOTO
2020-03-14,PEATON,FEMENINO,87,2020-03-14,2020-0021,1,16:50:00,CALLE,"BRAVO, MARIO",2,-58.4145159,-34.59488319,AUTO
2020-04-07,AUTO,MASCULINO,44,2020-04-07,2020-0022,1,06:15:00,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9,-58.47297505,-34.66245085,CARGAS
2020-04-09,AUTO,MASCULINO,44,2020-05-03,2020-0023,1,18:42:00,AVENIDA,ARAOZ,4,-58.35791192,-34.63695178,CARGAS
2020-04-24,AUTO,MASCULINO,53,2020-04-24,2020-0024,1,07:58:00,CALLE,MURGUIONDO,9,-58.50801713,-34.65177305,AUTO
2020-05-12,PEATON,MASCULINO,37,2020-05-12,2020-0025,1,05:35:00,AVENIDA,RIVADAVIA AV.,3,-58.40258477,-34.60975108,AUTO
2020-05-18,PEATON,MASCULINO,76,2020-05-18,2020-0027,1,08:00:00,AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",8,-58.48267426,-34.68454456,CARGAS
2020-05-19,PEATON,MASCULINO,91,2020-05-23,2020-0028,1,10:00:00,AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",15,-58.44248936,-34.60221948,PASAJEROS
2020-06-10,PEATON,MASCULINO,80,2020-06-12,2020-0029,1,14:00:00,AUTOPISTA,"PAZ, GRAL. AV.",9,-58.52909134,-34.63886726,PASAJEROS
2020-06-16,MOTO,MASCULINO,40,2020-06-16,2020-0030,1,15:00:00,AVENIDA,SAN MARTIN AV.,6,-58.45158942,-34.6064658,MULTIPLE
2020-06-30,MOTO,MASCULINO,29,2020-06-30,2020-0031,1,08:00:00,AVENIDA,"GARZON, EUGENIO, GRAL. AV.",9,-58.49344309,-34.65788529,CARGAS
2020-07-10,MOTO,MASCULINO,21,2020-07-10,2020-0032,1,23:00:00,AVENIDA,CORRIENTES AV.,15,-58.44259166,-34.59635137,AUTO
